CLAUSE_ID,NUMBER,TEXT_VN,TEXT_EN,TEXT_JP
C0156,3,Chính phủ quy định cụ thể việc sử dụng tác phẩm thuộc về công chúng.,The Government shall specify the use of works in the public domain.,政府はパブリックドメインの著作物の利用について規定するものとする。
C0157,1,"Tổ chức, cá nhân sử dụng thời gian, đầu tư tài chính và cơ sở vật chất – kỹ thuật của mình để thực hiện cuộc biểu diễn là chủ sở hữu đối với cuộc biểu diễn đó, trừ trường hợp có thoả thuận khác với bên liên quan.","Organizations and individuals using their time, financial investment and technical facilities to perform a performance are the owners of that performance, unless otherwise agreed with the relevant parties.",関連する当事者と別途合意しない限り、パフォーマンスを実行するために時間、資金投資、技術的設備を使用する組織および個人は、そのパフォーマンスの所有者となります。
C0158,2,"Tổ chức, cá nhân sử dụng thời gian, đầu tư tài chính và cơ sở vật chất - kỹ thuật của mình để sản xuất bản ghi âm, ghi hình là chủ sở hữu đối với bản ghi âm, ghi hình đó, trừ trường hợp có thoả thuận khác với bên liên quan.","Organizations and individuals who use their time, financial investment and technical facilities to produce audio and video recordings are the owners of those audio and video recordings, unless otherwise agreed with the relevant parties.",関係者と別途合意しない限り、時間、資金投資、技術的設備を使ってオーディオおよびビデオ録画を作成した組織および個人が、それらのオーディオおよびビデオ録画の所有者となります。
C0159,3,"Tổ chức phát sóng là chủ sở hữu đối với chương trình phát sóng của mình, trừ trường hợp có thoả thuận khác với bên liên quan.","The broadcasting organization is the owner of its broadcast, unless otherwise agreed with the relevant party.",関係当事者と別途合意しない限り、放送事業者はその放送の所有者となります。
C0160,1,"Chuyển nhượng quyền tác giả, quyền liên quan là việc chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan chuyển giao quyền sở hữu đối với các quyền quy định tại khoản 3 Điều 19, Điều 20, khoản 3 Điều 29, Điều 30 và Điều 31 của Luật này cho tổ chức, cá nhân khác theo hợp đồng hoặc theo quy định của pháp luật có liên quan.","Assignment of copyright and related rights is the transfer of ownership of the rights specified in Clause 3, Article 19, Article 20, Clause 3, Article 29, Article 30 and Article 31 of this Law by the copyright owner or related rights owner to another organization or individual under a contract or in accordance with relevant laws.",著作権及び著作隣接権の譲渡とは、著作権者又は著作隣接権者が契約に基づき、又は関連法律の規定に基づき、本法第19条第3項、第20条、第29条第3項、第30条及び第31条に規定する権利の所有権を他の組織又は個人に移転することをいう。
C0161,2,"Tác giả không được chuyển nhượng các quyền nhân thân quy định tại Điều 19, trừ quyền công bố tác phẩm; người biểu diễn không được chuyển nhượng các quyền nhân thân quy định tại khoản 2 Điều 29 của Luật này.","Authors may not transfer the personal rights specified in Article 19, except for the right to publish works; performers may not transfer the personal rights specified in Clause 2, Article 29 of this Law.",著作者は、著作物を出版する権利を除き、第 19 条に規定する人格権を譲渡することはできません。また、実演家は、第 29 条第 2 項に規定する人格権を譲渡することはできません。
C0162,3,"Trong trường hợp tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng có đồng chủ sở hữu thì việc chuyển nhượng phải có sự thoả thuận của tất cả các đồng chủ sở hữu; trong trường hợp có đồng chủ sở hữu nhưng tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng có các phần riêng biệt có thể tách ra sử dụng độc lập thì chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan có quyền chuyển nhượng quyền tác giả, quyền liên quan đối với phần riêng biệt của mình cho tổ chức, cá nhân khác.","In case a work, performance, sound recording, video recording, or broadcast program has co-ownership, the transfer must have the agreement of all co-owners; in case there are co-owners but the work, performance, sound recording, video recording, or broadcast program has separate parts that can be separated for independent use, the copyright owner or related rights owner has the right to transfer the copyright or related rights for his/her separate parts to another organization or individual.",著作物、実演、録音、録画または放送番組が共有である場合、譲渡には共有者全員の同意が必要です。共有者が存在する場合でも、著作物、実演、録音、録画または放送番組に分離して独立して使用できる部分がある場合は、著作権者または著作隣接権者は、その分離した部分に関する著作権または著作隣接権を他の組織または個人に譲渡する権利があります。
C0163,1,"Hợp đồng chuyển nhượng quyền tác giả, quyền liên quan phải được lập thành văn bản gồm những nội dung chủ yếu sau đây:
a) Tên và địa chỉ đầy đủ của bên chuyển nhượng và bên được chuyển nhượng;
b) Căn cứ chuyển nhượng;
c) Giá, phương thức thanh toán;
d) Quyền và nghĩa vụ của các bên;
đ) Trách nhiệm do vi phạm hợp đồng.","A contract for the transfer of copyright and related rights must be made in writing and include the following main contents:
a) Full names and addresses of the transferor and the transferee;
b) Basis for transfer;
c) Price and payment method;
d) Rights and obligations of the parties;
dd) Liability for breach of contract.","著作権および関連する権利の譲渡に関する契約は書面で締結する必要があり、以下の主要な内容を含める必要があります。
a) 譲渡人および譲受人の氏名および住所
b) 譲渡の根拠
c) 価格および支払方法
d) 当事者の権利および義務
dd) 契約違反に対する責任"
C0164,2,"Việc thực hiện, sửa đổi, chấm dứt, huỷ bỏ hợp đồng chuyển nhượng quyền tác giả, quyền liên quan được áp dụng theo quy định của Bộ luật dân sự","The implementation, amendment, termination and cancellation of copyright and related rights transfer contracts shall be subject to the provisions of the Civil Code.",著作権及び著作隣接権譲渡契約の履行、変更、終了及び解除については、民法の規定に従う。
C0165,1,"Chuyển quyền sử dụng quyền tác giả, quyền liên quan là việc chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan cho phép tổ chức, cá nhân khác sử dụng có thời hạn một, một số hoặc toàn bộ các quyền quy định tại khoản 3 Điều 19, Điều 20, khoản 3 Điều 29, Điều 30 và Điều 31 của Luật này.","Transfer of copyright and related rights means that the copyright owner or related rights owner allows another organization or individual to use for a limited period one, some or all of the rights specified in Clause 3, Article 19, Article 20, Clause 3, Article 29, Article 30 and Article 31 of this Law.",著作権及び著作隣接権の譲渡とは、著作権者又は著作隣接権者が、他の組織又は個人に対し、本法第19条第3項、第20条、第29条第3項、第30条及び第31条に規定する権利の1つ、一部又は全部を、一定期間使用させることをいう。
C0166,2,"Tác giả không được chuyển quyền sử dụng các quyền nhân thân quy định tại Điều 19, trừ quyền công bố tác phẩm; người biểu diễn không được chuyển quyền sử dụng các quyền nhân thân quy định tại khoản 2 Điều 29 của Luật này.","Authors may not transfer the right to use the personal rights specified in Article 19, except for the right to publish works; performers may not transfer the right to use the personal rights specified in Clause 2, Article 29 of this Law.",著作者は、著作物を出版する権利を除き、第19条に規定する人格権の使用権を譲渡することができない。また、実演家は、第29条第2項に規定する人格権の使用権を譲渡することができない。
C0167,3,"Trong trường hợp tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng có đồng chủ sở hữu thì việc chuyển quyền sử dụng quyền tác giả, quyền liên quan phải có sự thoả thuận của tất cả các đồng chủ sở hữu; trong trường hợp có đồng chủ sở hữu nhưng tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng có các phần riêng biệt có thể tách ra sử dụng độc lập thì chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan có thể chuyển quyền sử dụng quyền tác giả, quyền liên quan đối với phần riêng biệt của mình cho tổ chức, cá nhân khác.","In case a work, performance, sound recording, video recording, or broadcast program has co-ownership, the transfer of the right to use copyright or related rights must have the agreement of all co-owners; in case there is co-ownership but the work, performance, sound recording, video recording, or broadcast program has separate parts that can be separated for independent use, the copyright owner or related rights owner may transfer the right to use copyright or related rights for his/her separate parts to another organization or individual.",著作物、実演、録音、録画または放送番組が共有である場合、著作権または著作隣接権の使用権を譲渡するには、共有者全員の同意が必要です。共有であっても、著作物、実演、録音、録画または放送番組が分離して独立して使用できる別個の部分を有する場合は、著作権者または著作隣接権者は、その別個の部分に対する著作権または著作隣接権の使用権を他の組織または個人に譲渡することができます。
C0168,4,"Tổ chức, cá nhân được chuyển quyền sử dụng quyền tác giả, quyền liên quan có thể chuyển quyền sử dụng cho tổ chức, cá nhân khác nếu được sự đồng ý của chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan.",Organizations and individuals who are transferred the right to use copyright or related rights may transfer the right to use to other organizations and individuals if they have the consent of the copyright owner or related rights owner.,著作権または著作隣接権の使用権を譲渡された団体または個人は、著作権者または著作隣接権者の同意を得た場合に限り、その使用権を他の団体または個人に譲渡することができます。
C0169,1,"Hợp đồng sử dụng quyền tác giả, quyền liên quan phải được lập thành văn bản gồm những nội dung chủ yếu sau đây:
a) Tên và địa chỉ đầy đủ của bên chuyển quyền và bên được chuyển quyền;
b) Căn cứ chuyển quyền;
c) Phạm vi chuyển giao quyền;
d) Giá, phương thức thanh toán;
đ) Quyền và nghĩa vụ của các bên;
e) Trách nhiệm do vi phạm hợp đồng.","Contracts for the use of copyright and related rights must be made in writing and include the following main contents:
a) Full names and addresses of the transferor and the transferee;
b) Basis for transfer;
c) Scope of transfer;
d) Price and payment method;
dd) Rights and obligations of the parties;
e) Liability for breach of contract.","著作権および関連する権利の使用に関する契約は書面で締結する必要があり、以下の主要な内容を含める必要があります。
a) 譲渡人および譲受人の氏名および住所
b) 譲渡の根拠
c) 譲渡の範囲
d) 価格および支払方法
dd) 当事者の権利および義務
e) 契約違反に対する責任"
C0170,2,"Việc thực hiện, sửa đổi, chấm dứt, huỷ bỏ hợp đồng sử dụng quyền tác giả, quyền liên quan được áp dụng theo quy định của Bộ luật dân sự.","The implementation, amendment, termination and cancellation of contracts for the use of copyright and related rights shall be subject to the provisions of the Civil Code.",著作権及び関連する権利の利用に関する契約の履行、変更、終了及び解除については、民法の規定に従う。
C0171,1,"Đăng ký quyền tác giả, quyền liên quan là việc tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan nộp đơn và hồ sơ kèm theo (sau đây gọi chung là đơn) cho cơ quan nhà nước có thẩm quyền để ghi nhận các thông tin về tác giả, tác phẩm, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan.","Registration of copyright and related rights is the act of an author, copyright owner, or related rights owner submitting an application and accompanying documents (hereinafter referred to as the application) to a competent state agency to record information about the author, work, copyright owner, or related rights owner.",著作権および関連する権利の登録とは、著作者、著作権者、または関連する権利者が、著作者、作品、著作権者、または関連する権利者に関する情報を記録するために、申請書と添付書類（以下、「申請書」という）を管轄の国家機関に提出する行為です。
C0172,2,"Việc nộp đơn để được cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan không phải là thủ tục bắt buộc để được hưởng quyền tác giả, quyền liên quan theo quy định của Luật này.",Filing an application for a Certificate of Copyright Registration or a Certificate of Related Rights Registration is not a mandatory procedure to enjoy copyright or related rights under the provisions of this Law.,著作権登録証又は著作隣接権登録証の申請は、本法の規定により著作権又は著作隣接権を享有するために必須の手続きではありません。
C0173,3,"Tổ chức, cá nhân đã được cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan không có nghĩa vụ chứng minh quyền tác giả, quyền liên quan thuộc về mình khi có tranh chấp, trừ trường hợp có chứng cứ ngược lại.","Organizations and individuals who have been granted a Certificate of Copyright Registration or a Certificate of Related Rights Registration are not obliged to prove that their copyright or related rights belong to them in the event of a dispute, except in cases where there is evidence to the contrary.",著作権登録証または著作隣接権登録証の交付を受けた団体および個人は、紛争が生じた場合において、反証がある場合を除き、その著作権または著作隣接権が自らに帰属することを証明する義務を負いません。
C0174,1,"Tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan có thể trực tiếp hoặc uỷ quyền cho tổ chức, cá nhân khác nộp đơn đăng ký quyền tác giả, quyền liên quan.","Authors, copyright owners, and related rights owners may directly or authorize other organizations or individuals to submit applications for copyright and related rights registration.",著者、著作権者、著作隣接権者は、著作権および著作隣接権の登録申請を、直接または他の組織もしくは個人に委任して行うことができます。
C0175,2,"Đơn đăng ký quyền tác giả, quyền liên quan bao gồm:
a) Tờ khai đăng ký quyền tác giả, quyền liên quan.
Tờ khai phải được làm bằng tiếng Việt và do chính tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan hoặc người được ủy quyền nộp đơn ký tên và ghi đầy đủ thông tin về người nộp đơn, tác giả, chủ sở hữu quyền tác giả hoặc chủ sở hữu quyền liên quan; tóm tắt nội dung tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình hoặc chương trình phát sóng; tên tác giả, tác phẩm được sử dụng làm tác phẩm phái sinh nếu tác phẩm đăng ký là tác phẩm phái sinh; thời gian, địa điểm, hình thức công bố; cam đoan về trách nhiệm đối với các thông tin ghi trong đơn.
Bộ Văn hóa - Thông tin quy định mẫu tờ khai đăng ký quyền tác giả, đăng ký quyền liên quan;
b) Hai bản sao tác phẩm đăng ký quyền tác giả hoặc hai bản sao bản định hình đối tượng đăng ký quyền liên quan;
c) Giấy uỷ quyền, nếu người nộp đơn là người được uỷ quyền;
d) Tài liệu chứng minh quyền nộp đơn, nếu người nộp đơn thụ hưởng quyền đó của người khác do được thừa kế, chuyển giao, kế thừa;
đ) Văn bản đồng ý của các đồng tác giả, nếu tác phẩm có đồng tác giả;
e) Văn bản đồng ý của các đồng chủ sở hữu, nếu quyền tác giả, quyền liên quan thuộc sở hữu chung.","An application for copyright and related rights registration includes:
a) Application form for copyright and related rights registration.
The application form must be in Vietnamese and signed by the author, copyright owner, related rights owner or authorized person to submit the application, and must include full information about the applicant, author, copyright owner or related rights owner; summary of the content of the work, performance, audio recording, video recording or broadcast program; name of the author, work used as a derivative work if the registered work is a derivative work; time, place and form of publication; commitment to responsibility for the information stated in the application.
The Ministry of Culture and Information shall prescribe the form for application for copyright and related rights registration;
b) Two copies of the work for which copyright is registered or two copies of the fixed form for which related rights are registered;
c) Power of attorney, if the applicant is an authorized person;

d) Documents proving the right to file an application, if the applicant enjoys that right from another person due to inheritance, transfer, or succession;

dd) Written consent of co-authors, if the work has co-authors;

e) Written consent of co-owners, if the copyright or related rights are jointly owned.","著作権及び著作隣接権登録申請書には、以下のものが含まれます。
a) 著作権及び著作隣接権登録申請書
申請書はベトナム語で作成し、著作者、著作権者、著作隣接権者、または申請書を提出する権限を有する者が署名しなければなりません。申請書には、申請者、著作者、著作権者、または著作隣接権者に関する詳細な情報、著作物、実演、録音、録画、または放送番組の内容の概要、登録作品が二次的著作物である場合は、二次的著作物として使用される著作者の氏名、公表の時期、場所、および形式、申請書に記載された情報に対する責任の表明を記載しなければなりません。
文化情報省は、著作権及び著作隣接権登録申請書の様式を定めるものとします。
b) 著作権が登録されている著作物の写し2部、または著作隣接権が登録されている定型書式の写し2部。
c) 申請者が権限を有する者である場合は、委任状。
d) 相続、譲渡、または承継により申請者が他人から申請権を有する場合、申請権を証明する書類。

dd) 著作物に共著者がいる場合は、共著者の書面による同意。

e) 著作権または関連する権利が共同で所有されている場合は、共同所有者の書面による同意。"
C0176,3,"Các tài liệu quy định tại các điểm c, d, đ và e khoản 2 Điều này phải được làm bằng tiếng Việt; trường hợp làm bằng tiếng nước ngoài thì phải được dịch ra tiếng Việt.","The documents specified in Points c, d, dd and e, Clause 2 of this Article must be in Vietnamese; if they are in a foreign language, they must be translated into Vietnamese.",本条第2項c、d、dd及びe号に規定する文書はベトナム語で作成されなければならず、外国語で作成されている場合はベトナム語に翻訳されなければならない。
C0177,1,"Cơ quan quản lý nhà nước về quyền tác giả, quyền liên quan có quyền cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan.",The state management agency of copyright and related rights has the right to issue Certificates of copyright registration and Certificates of registration of related rights.,著作権及び著作隣接権の管理に関する国家機関は、著作権登録証明書及び著作隣接権登録証明書を発行する権利を有します。
C0178,2,"Cơ quan nhà nước có thẩm quyền cấp Giấy chứng nhận đăng k‎ý quyền tác giả, Giấy chứng nhận đăng k‎ý quyền liên quan có quyền cấp lại, đổi, huỷ bỏ giấy chứng nhận đó.","The competent state agency that issues the Certificate of Copyright Registration and the Certificate of Related Rights Registration has the right to reissue, change, or cancel such certificate.",著作権登録証および著作隣接権登録証を発行する管轄の国家機関は、当該証を再発行、変更、または取り消す権利を有します。
C0179,3,"Chính phủ quy định cụ thể điều kiện, trình tự, thủ tục cấp lại, đổi, huỷ bỏ Giấy chứng nhận đăng k‎ý quyền tác giả, Giấy chứng nhận đăng k‎ý quyền liên quan.","The Government shall specify the conditions, order and procedures for re-issuing, changing and canceling Certificates of Copyright Registration and Certificates of Related Rights Registration.",政府は、著作権登録証及び著作隣接権登録証の再発行、変更及び取消しの条件、順序及び手続を定める。
C0180,4,"Bộ Văn hóa - Thông tin quy định mẫu Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan.",The Ministry of Culture and Information prescribes the form of the Certificate of Copyright Registration and Certificate of Related Rights Registration.,文化情報省は著作権登録証明書と著作隣接権登録証明書の様式を規定する。
C0181,0,"Trong thời hạn mười lăm ngày làm việc, kể từ ngày nhận đơn hợp lệ, cơ quan quản lý nhà nước về quyền tác giả, quyền liên quan có trách nhiệm cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan cho người nộp đơn. Trong trường hợp từ chối cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan thì cơ quan quản lý nhà nước về quyền tác giả, quyền liên quan phải thông báo bằng văn bản cho người nộp đơn.","Within fifteen working days from the date of receipt of a valid application, the state management agency for copyright and related rights shall be responsible for issuing a Certificate of Copyright Registration or a Certificate of Related Rights Registration to the applicant. In case of refusal to issue a Certificate of Copyright Registration or a Certificate of Related Rights Registration, the state management agency for copyright and related rights shall notify the applicant in writing.",有効な申請書を受領した日から15営業日以内に、著作権及び著作隣接権管理機関は申請者に対し著作権登録証明書又は著作隣接権登録証明書を発行する責任を負う。著作権登録証明書又は著作隣接権登録証明書の発行を拒否する場合、著作権及び著作隣接権管理機関は申請者に書面をもって通知するものとする。
C0182,1,"Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan có hiệu lực trên toàn lãnh thổ Việt Nam.",Certificate of copyright registration and Certificate of related rights registration are valid throughout the territory of Vietnam.,著作権登録証明書および著作隣接権登録証明書はベトナム全土で有効です。
C0183,2,"Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan do cơ quan quản lý nhà nước về quyền tác giả, quyền liên quan cấp trước ngày Luật này có hiệu lực tiếp tục được duy trì hiệu lực.",Certificates of copyright registration and certificates of related rights registration issued by the state management agency of copyright and related rights before the effective date of this Law shall continue to be valid.,この法律の施行前に著作権及び著作隣接権に関する国家管理機関が発行した著作権登録証及び著作隣接権登録証は、引き続き有効とする。
C0184,1,"Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan được ghi nhận trong Sổ đăng ký quốc gia về quyền tác giả, quyền liên quan.",Certificate of copyright registration and Certificate of related rights registration are recorded in the National Register of copyright and related rights.,著作権登録証および著作隣接権登録証は、著作権および著作隣接権の国家登録簿に記録されます。
C0185,2,"Quyết định cấp, cấp lại, đổi hoặc huỷ bỏ hiệu lực Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan được công bố trên Công báo về quyền tác giả, quyền liên quan.","The decision to grant, re-grant, change or revoke the validity of a Certificate of Copyright Registration or a Certificate of Related Rights Registration shall be published in the Official Gazette on Copyright and Related Rights.",著作権登録証又は著作隣接権登録証の効力の付与、再付与、変更又は取消しの決定は、著作権及び著作隣接権に関する官報に掲載する。
C0186,1,"Trong trường hợp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan bị mất, hư hỏng hoặc thay đổi chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan thì cơ quan có thẩm quyền quy định tại khoản 2 Điều 51 của Luật này tiến hành cấp lại hoặc đổi Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan.","In case the Certificate of Copyright Registration or Certificate of Related Rights Registration is lost, damaged or the copyright owner or related rights owner changes, the competent authority specified in Clause 2, Article 51 of this Law shall reissue or change the Certificate of Copyright Registration or Certificate of Related Rights Registration.",著作権登録証または著作隣接権登録証が紛失、毀損した場合、または著作権者もしくは著作隣接権者に変更があった場合は、本法第51条第2項に規定する所轄官庁が著作権登録証または著作隣接権登録証を再発行し、または変更するものとする。
C0187,2,"Trong trường hợp người được cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan không phải là tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan hoặc tác phẩm, bản ghi âm, ghi hình, chương trình phát sóng đã đăng ký không thuộc đối tượng bảo hộ thì cơ quan nhà nước có thẩm quyền quy định tại khoản 2 Điều 51 của Luật này huỷ bỏ hiệu lực Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan.","In case the person granted the Certificate of Copyright Registration or Certificate of Related Rights Registration is not the author, copyright owner, related rights owner, or the registered work, audio recording, video recording, or broadcast program is not subject to protection, the competent state agency specified in Clause 2, Article 51 of this Law shall revoke the validity of the Certificate of Copyright Registration or Certificate of Related Rights Registration.",著作権登録証または著作隣接権登録証の交付を受けた者が著作者、著作権者、著作隣接権者でないとき、または登録された作品、録音物、録画物、放送番組が保護の対象とならないときは、本法第51条第2項に規定する所轄の国家機関が著作権登録証または著作隣接権登録証の効力を取り消すものとする。
C0188,3,"Tổ chức, cá nhân phát hiện việc cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan trái với quy định của Luật này thì có quyền yêu cầu cơ quan quản lý nhà nước về quyền tác giả, quyền liên quan huỷ bỏ hiệu lực Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan.",Organizations and individuals who discover that the issuance of a Certificate of Copyright Registration or a Certificate of Related Rights Registration is contrary to the provisions of this Law have the right to request the state management agency of copyright and related rights to cancel the validity of the Certificate of Copyright Registration or the Certificate of Related Rights Registration.,著作権登録証または著作隣接権登録証の発行が本法の規定に違反していることを発見した組織および個人は、著作権および著作隣接権に関する国家管理機関に著作権登録証または著作隣接権登録証の効力を取り消すよう要請する権利を有する。
C0189,1,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan là tổ chức phi lợi nhuận do các tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan thỏa thuận thành lập, hoạt động theo quy định của pháp luật để bảo vệ quyền tác giả, quyền liên quan.","A collective copyright and related rights organization is a non-profit organization established by agreement between authors, copyright owners, and related rights owners, operating in accordance with the provisions of law to protect copyright and related rights.",著作権及び著作隣接権団体とは、著作者、著作権者、著作隣接権者間の合意により設立され、法律の規定に従って著作権及び著作隣接権を保護するために活動する非営利団体です。
C0190,2,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan thực hiện các hoạt động sau đây theo uỷ quyền của tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan:
a) Thực hiện việc quản lý quyền tác giả, quyền liên quan; đàm phán cấp phép, thu và phân chia tiền nhuận bút, thù lao, các quyền lợi vật chất khác từ việc cho phép khai thác các quyền được uỷ quyền;
b) Bảo vệ quyền, lợi ích hợp pháp của thành viên; tổ chức hòa giải khi có tranh chấp.","Collective copyright and related rights organizations shall carry out the following activities under the authorization of authors, copyright owners and related rights owners:
a) Manage copyright and related rights; negotiate licensing, collect and distribute royalties, remunerations and other material benefits from the exploitation of authorized rights;
b) Protect the legitimate rights and interests of members; and organize mediation when disputes arise.","著作権及び著作隣接権団体は、著作者、著作権者及び著作隣接権者の委任に基づき、以下の活動を行う。
a) 著作権及び著作隣接権の管理、許諾交渉、許諾された権利の利用から生じる使用料、報酬及びその他の物質的利益の徴収及び分配。
b) 会員の正当な権利及び利益の保護、紛争発生時の調停の組織。"
C0191,3,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan có các quyền và nhiệm vụ sau đây:
a) Thực hiện các hoạt động khuyến khích sáng tạo và các hoạt động xã hội khác;
b) Hợp tác với các tổ chức tương ứng của tổ chức quốc tế và của các quốc gia trong việc bảo vệ quyền tác giả, quyền liên quan;
c) Báo cáo theo định kỳ và đột xuất về hoạt động đại diện tập thể cho cơ quan nhà nước có thẩm quyền;
d) Các quyền và nhiệm vụ khác theo quy định của pháp luật.","Collective management organizations for copyright and related rights have the following rights and duties:
a) Carry out activities to encourage creativity and other social activities;
b) Cooperate with relevant organizations of international organizations and countries in protecting copyright and related rights;
c) Periodically and irregularly report on collective management activities to competent state agencies;
d) Other rights and duties as prescribed by law.","著作権及び関連する権利の集中管理団体は、以下の権利及び義務を有する。
a) 創作活動その他の社会活動を奨励するための活動を行うこと。
b) 著作権及び関連する権利の保護に関して、国際機関及び各国の関係機関と協力すること。
c) 集中管理活動に関する報告を、定期的及び不定期に、所管の国家機関に行うこと。
d) 法律に定めるその他の権利及び義務。"
C0192,1,"Tổ chức tư vấn, dịch vụ quyền tác giả, quyền liên quan được thành lập và hoạt động theo quy định của pháp luật.",Copyright and related rights consulting and service organizations are established and operate in accordance with the provisions of law.,著作権および関連する権利に関するコンサルティングおよびサービス組織は、法律の規定に従って設立され、運営されています。
C0193,2,"Tổ chức tư vấn, dịch vụ quyền tác giả, quyền liên quan thực hiện các hoạt động sau đây theo yêu cầu của tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan:
a) Tư vấn những vấn đề có liên quan đến quy định của pháp luật về quyền tác giả, quyền liên quan;
b) Đại diện cho tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan tiến hành thủ tục nộp đơn đăng ký quyền tác giả, quyền liên quan theo uỷ quyền;
c) Tham gia các quan hệ pháp luật khác về quyền tác giả, quyền liên quan, bảo vệ quyền và lợi ích hợp pháp của tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan theo uỷ quyền.","Copyright and related rights consulting and service organizations perform the following activities at the request of authors, copyright owners, and related rights owners:
a) Consulting on issues related to legal regulations on copyright and related rights;
b) Representing authors, copyright owners, and related rights owners in carrying out procedures for submitting applications for copyright and related rights registration under authorization;
c) Participating in other legal relations on copyright and related rights, protecting the legitimate rights and interests of authors, copyright owners, and related rights owners under authorization.","著作権及び著作隣接権に関するコンサルティング・サービス機関は、著作者、著作権者及び著作隣接権者の依頼に基づき、以下の業務を行います。
a) 著作権及び著作隣接権に関する法的規制に関する問題に関するコンサルティング。
b) 著作者、著作権者及び著作隣接権者の代理として、許諾に基づく著作権及び著作隣接権登録申請手続きの代行。
c) 著作者、著作権者及び著作隣接権者の正当な権利及び利益の保護のため、著作権及び著作隣接権に関するその他の法的関係への関与。"
C0194,1,"Sáng chế được bảo hộ dưới hình thức cấp Bằng độc quyền sáng chế nếu đáp ứng các điều kiện sau đây:
a) Có tính mới;
b) Có trình độ sáng tạo;
c) Có khả năng áp dụng công nghiệp.","An invention is protected by the granting of a Patent if it meets the following conditions:
a) It is new;
b) It has an inventive step;
c) It is capable of industrial application.","発明は、以下の条件を満たす場合、特許の付与によって保護されます。
a) 新規であること。
b) 進歩性があること。
c) 産業上の利用可能性があること。"
C0195,2,"2. Sáng chế được bảo hộ dưới hình thức cấp Bằng độc quyền giải pháp hữu ích nếu không phải là hiểu biết thông thường và đáp ứng các điều kiện sau đây:
a) Có tính mới;
b) Có khả năng áp dụng công nghiệp.","2. An invention is protected in the form of a Utility Solution Patent if it is not common knowledge and meets the following conditions:
a) It is new;
b) It is capable of industrial application.","2. 発明は、公知ではなく、以下の条件を満たす場合、実用新案特許として保護されます。
a) 新規であること。
b) 産業上の利用可能性があること。"
C0196,1,"Phát minh, lý thuyết khoa học, phương pháp toán học;","Inventions, scientific theories, mathematical methods;",発明、科学理論、数学的手法。
